scenario,controller,repeat,route_completed,collision_proxy,static_collision,active_passing_success,static_mechanism_success,min_gt_distance,max_lateral_displacement,final_lateral_error_m,emergency_stop_count,pass_replan_count,planning_p95_ms,candidate_plan_count,candidate_evaluations,candidate_valid_evaluations,candidate_collision_invalid,candidate_static_invalid,candidate_visibility_invalid,visibility_deferred_count,final_passing_phase,source_run
static_obstruction,active_passing_v2,17,False,False,False,False,False,3.8529065741368647,4.579342040486657e-05,4.579342040486657e-05,1,3,0.35388999385759257,4,45,3,36,0,6,0,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_01
static_obstruction,active_passing_v2,17,False,False,False,False,False,3.0308807610164004,0.2017587410547462,0.2017587410547462,2,3,5.910530000346627,4,45,24,9,0,21,0,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_02
static_obstruction,active_passing_v2,17,False,False,False,False,False,2.6980179761034995,0.29466321223320274,0.29466321223320274,2,3,3.8828999998258955,4,45,22,15,0,13,0,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_03
static_obstruction,active_passing_v2,17,False,False,False,False,False,2.325195965942041,0.584344781580006,0.584344781580006,2,3,4.861000000164495,4,45,32,6,0,7,0,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_04
static_obstruction,active_passing_v2,17,False,False,False,False,False,2.3468834856633762,0.5824087494104516,0.5824087494104516,2,3,4.959399999825111,4,45,26,12,0,7,0,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_05
static_obstruction,active_passing_v2,17,False,False,False,False,False,2.2721136196233602,0.5922653738836838,0.5922653738836838,2,3,4.268159999355704,4,45,28,12,0,5,0,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_06
static_obstruction,active_passing_v2,17,False,False,False,False,False,2.2279937565418764,0.5967999809279129,0.5967999809279129,2,3,4.566750000321919,4,45,28,12,0,5,0,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_07
static_obstruction,active_passing_v2,17,False,False,False,False,False,1.674605084531639,0.6441189567583859,0.6441189567583859,1,3,4.411019999497513,4,45,27,15,0,12,33,EMERGENCY_STOP,D:\detection\robot_human_isaac6\outputs\active_passing_v2\development\static_obstruction\active_passing_v2_default\seed_17\run_08
