scenario,controller,repeat,status,route_completed,collision_proxy,static_collision,min_gt_distance,travel_time,observed_duration,path_length,stop_count,stop_duration,max_lateral_displacement,passing_side,side_switches,sustained_moving_pass_s,return_to_route,route_reference_heading_rad,interaction_start_s,interaction_end_s,passing_clearance_m,overtaking_duration_s,active_passing_success,yielding_success,overtaking_success,functional_pass,scenario_pass,behavior_label,integrated_social_cost,min_social_norm,personal_space_violation_s,social_lt_1_5_s,direction_switches,omega_variation,yolo_responses_s,rtf,resume,first_detection_time,first_detection_response_time,first_reaction_time,first_non_cruise_time,detection_to_reaction_latency,first_visible_time,visibility_review_complete,source_run
overtaking,baseline,31,VALID,False,False,False,1.6685061550007676,,70.00000365078449,8.617055555555151,1,20.200001053512096,0.31317751873570365,RIGHT,0,0.0,False,0.0,0.01666666753590107,70.00000365078449,,,,,False,False,False,FAIL,2.5464136233102836,1.4881660806487922,0.0,0.08333333767950535,5,5.6800000000000015,7.07772934955079,0.7927057284925118,True,0.06666663885116575,0.2166666779667139,0.23333334550261497,0.23333334550261497,0.16666670665144923,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\overtaking\baseline\seed_31\run_01
overtaking,social_nav,17,VALID,True,False,False,1.3285283067269036,45.716669050976634,45.716669050976634,8.703194444444588,1,2.350000122562051,0.0,NONE,0,0.0,True,0.0,0.01666666753590107,45.716669050976634,,,,,False,True,False,YIELD-ONLY,6.8093773026475635,1.4881660806487922,0.0,0.08333333767950535,0,0.0,6.819297950091039,0.6908581404581863,True,0.06666663885116575,0.2166666779667139,0.3166666831821203,0.3166666831821203,0.2500000443309546,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\overtaking\social_nav\seed_17\run_01
overtaking,social_nav,23,VALID,True,False,False,1.328445106055549,45.70000238344073,45.70000238344073,8.703250000000143,1,2.2500001173466444,0.0,NONE,0,0.0,True,0.0,0.01666666753590107,45.70000238344073,,,,,False,True,False,YIELD-ONLY,6.781232237822794,1.4881660806487922,0.0,0.08333333767950535,0,0.0,6.830776536049706,0.6903136817009058,True,0.06666663885116575,0.2166666779667139,0.3166666831821203,0.3166666831821203,0.2500000443309546,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\overtaking\social_nav\seed_23\run_01
overtaking,social_nav,31,VALID,True,False,False,1.3293043423095907,45.76666905358434,45.76666905358434,8.703250000000146,2,2.2833334524184465,0.0,NONE,0,0.0,True,0.0,0.01666666753590107,45.76666905358434,,,,,False,True,False,YIELD-ONLY,6.794185815634288,1.4881660806487922,0.0,0.08333333767950535,0,0.0,6.908631156881503,0.7466115357571643,True,0.06666663885116575,0.2166666779667139,0.3166666831821203,0.3166666831821203,0.2500000443309546,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\overtaking\social_nav\seed_31\run_01
static_obstruction,baseline,17,VALID,False,False,False,1.281118326554981,,70.00000365078449,3.082388888888863,1,55.35000288672745,0.4611779607263004,RIGHT,0,0.0,False,0.0,4.933333590626717,70.00000365078449,,,False,,,False,False,FAIL,11.306619701909234,1.1218920847281715,0.0,3.4833335150033236,1,1.8,10.110959548044656,1.051660037557296,True,0.06666663885116575,0.2166666779667139,4.133333548903465,4.133333548903465,4.0666669100523,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\static_obstruction\baseline\seed_17\run_01
static_obstruction,baseline,23,VALID,False,False,False,1.2575231066127175,,70.00000365078449,3.110388888888862,1,55.250002881512046,0.4677780869765003,RIGHT,0,0.0,False,0.0,4.950000258162618,70.00000365078449,,,False,,,False,False,FAIL,11.836588027121522,1.0971804444409452,0.0,3.5333335176110268,1,1.8,9.591013492473408,0.975829912046311,True,0.06666663885116575,0.2166666779667139,4.116666881367564,4.116666881367564,4.050000242516399,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\static_obstruction\baseline\seed_23\run_01
static_obstruction,baseline,31,VALID,False,False,False,1.2575231066127175,,70.00000365078449,3.110388888888862,1,55.250002881512046,0.4677780869765003,RIGHT,0,0.0,False,0.0,4.950000258162618,70.00000365078449,,,False,,,False,False,FAIL,11.836588027121522,1.0971804444409452,0.0,3.5333335176110268,1,1.8,10.220536866963489,1.059907582222847,True,0.06666663885116575,0.2166666779667139,4.116666881367564,4.116666881367564,4.050000242516399,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\static_obstruction\baseline\seed_31\run_01
static_obstruction,social_nav,17,VALID,False,False,False,0.9088048712636692,,70.00000365078449,3.2146666666666106,2,57.05000297538936,0.0,NONE,0,0.0,True,0.0,4.633333574980497,70.00000365078449,,,False,,,False,False,FAIL,20.538945171763388,0.8943250459363216,2.4833334628492594,28.0500014629215,0,0.0,10.417980958009927,1.0677287043843313,True,0.06666663885116575,0.2166666779667139,7.31666704826057,7.31666704826057,7.250000409409404,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\static_obstruction\social_nav\seed_17\run_01
static_obstruction,social_nav,23,VALID,False,False,False,0.9088048712636692,,70.00000365078449,3.2146666666666106,2,57.05000297538936,0.0,NONE,0,0.0,True,0.0,4.633333574980497,70.00000365078449,,,False,,,False,False,FAIL,20.540603489206852,0.8943250459363216,2.4833334628492594,28.0666681304574,0,0.0,10.582553642860356,1.0735924545432576,True,0.06666663885116575,0.2166666779667139,7.31666704826057,7.31666704826057,7.250000409409404,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\static_obstruction\social_nav\seed_23\run_01
static_obstruction,social_nav,31,VALID,False,False,False,0.9088048712636692,,70.00000365078449,3.2146666666666106,2,57.05000297538936,0.0,NONE,0,0.0,True,0.0,4.633333574980497,70.00000365078449,,,False,,,False,False,FAIL,20.540603489206852,0.8943250459363216,2.4833334628492594,28.0666681304574,0,0.0,10.469077232050712,1.0605433349694566,True,0.06666663885116575,0.2166666779667139,7.31666704826057,7.31666704826057,7.250000409409404,,False,D:\detection\robot_human_isaac6\outputs\classic_single_pedestrian\benchmark\static_obstruction\social_nav\seed_31\run_01
